id,nazwisko,pensja,stanowisko
747,Górski,7773,Junior Data Engineer
748,Michalak,16247,DevOps Engineer
749,Michalak,11113,DevOps Engineer
750,Szczepański,6238,Junior Data Engineer
751,Kaczmarczyk,12693,Data Engineer
752,Wieczorek,13628,Data Engineer
753,Wiśniewski,16025,DevOps Engineer
754,Kucharski,11040,DevOps Engineer
755,Brzeziński,7939,Junior Data Engineer
756,Brzeziński,6988,Junior Data Engineer
757,Kosowski,12599,Project Manager
758,Konieczny,11076,Software Engineer
759,Sikorski,14613,Project Manager
760,Furman,14449,Data Engineer
761,Zalewski,7272,Junior Data Engineer
762,Grabowski,7745,HR Specialist
763,Morawski,9231,Software Engineer
764,Kowalski,10352,Project Manager
765,Kupiec,10305,Data Engineer
766,Kujawa,19362,Senior Data Engineer
767,Wilk,11501,Software Engineer
768,Kucharski,13870,Data Engineer
769,Kamiński,18943,Senior Data Engineer
770,Piotrowski,13570,Data Analyst
771,Lasota,13015,Data Engineer
772,Malik,11318,Data Analyst
773,Kobus,15599,Data Engineer
774,Szymański,8988,Data Analyst
775,Stępień,10566,Project Manager
776,Karpiński,17038,Senior Data Engineer
777,Mazur,17269,DevOps Engineer
778,Kubica,14143,Project Manager
779,Kopeć,15895,Project Manager
780,Pawłowski,7087,HR Specialist
781,Maćkowiak,8799,Data Analyst
782,Madejski,8066,Junior Data Engineer
783,Gruszka,6512,Junior Data Engineer
784,Krajewski,10849,Software Engineer
785,Kotowski,6437,HR Specialist
786,Piotrowski,8498,Data Analyst
787,Gwóźdź,7181,HR Specialist
788,Gałązka,13338,Project Manager
789,Adamski,18062,Senior Data Engineer
790,Włodarczyk,14888,DevOps Engineer
791,Sobczak,23735,Senior Data Engineer
792,Kasperek,12821,DevOps Engineer
793,Sawicki,13745,Data Engineer
794,Gruszka,16986,DevOps Engineer
795,Sikorski,10164,Project Manager
796,Lipski,7909,Junior Data Engineer
797,Tomaszewski,6888,HR Specialist
798,Adamski,20176,Senior Data Engineer
799,Prus,13706,Data Analyst
800,Wróbel,21816,Senior Data Engineer
801,Kubica,15257,Software Engineer
802,Witkowski,14652,Project Manager
803,Ziółkowski,11982,Software Engineer
804,Kurek,15485,DevOps Engineer
805,Kosiński,11274,Project Manager
806,Jankowski,12606,Data Engineer
807,Kaczmarczyk,7003,HR Specialist
808,Janicki,12266,DevOps Engineer
809,Kowalski,24214,Senior Data Engineer
810,Brzeziński,16223,DevOps Engineer
811,Zawadzki,17093,Software Engineer
812,Włodarczyk,11872,Software Engineer
813,Pietrzak,13006,Data Engineer
814,Sobolewski,9149,Software Engineer
815,Baranowski,12855,Project Manager
816,Kałuża,13193,Data Analyst
817,Strzelczyk,13575,Project Manager
818,Stasiak,22185,Senior Data Engineer
819,Lipiński,17112,Senior Data Engineer
820,Jurek,12162,Data Engineer
821,Śliwa,12429,DevOps Engineer
822,Czajka,11924,Project Manager
823,Koral,6234,HR Specialist
824,Morawski,16375,Project Manager
825,Rutkowski,12974,Data Analyst
826,Lipka,11423,Data Engineer
827,Laskowski,17859,DevOps Engineer
828,Kopeć,13316,Data Engineer
829,Pietrzak,13783,Software Engineer
830,Kępa,8924,Junior Data Engineer
831,Borkowski,13214,Data Engineer
832,Gruszka,11755,Data Analyst
833,Janus,7989,Junior Data Engineer
834,Sikorski,9449,Data Analyst
835,Czajkowski,12600,Project Manager
836,Kozłowski,12217,Project Manager
837,Rutkowski,11235,DevOps Engineer
838,Kucharski,16765,Project Manager
839,Grzelak,12908,Data Analyst
840,Pawlak,25806,Senior Data Engineer
841,Majchrzak,6985,Junior Data Engineer
842,Laskowski,13357,Data Engineer
843,Kubat,6365,Junior Data Engineer
844,Wojciechowski,15766,DevOps Engineer
845,Bąk,15258,Project Manager
846,Rutkowski,6073,Junior Data Engineer
847,Ostrowski,13163,Data Analyst
848,Małecki,8683,Junior Data Engineer
849,Piotrowski,13656,DevOps Engineer
850,Dziedzic,16568,Project Manager
851,Zalewski,9566,Data Analyst
852,Lach,11822,Data Analyst
853,Kubala,12128,Software Engineer
854,Kucharski,6316,HR Specialist
855,Wójcik,11941,Data Engineer
856,Guzik,7742,Junior Data Engineer
857,Kosiński,11296,Data Engineer
858,Skiba,14641,DevOps Engineer
859,Kaczmarek,7052,Junior Data Engineer
860,Kwiatkowski,20715,Senior Data Engineer
861,Makowski,17015,Senior Data Engineer
862,Idzik,13399,Data Analyst
863,Kuczyński,19003,DevOps Engineer
864,Jaworski,5430,HR Specialist
865,Gacek,20444,Senior Data Engineer
866,Janicki,6419,Junior Data Engineer
867,Staszewski,13025,Data Engineer
868,Garbacz,15056,Software Engineer
869,Filipek,11950,Software Engineer
870,Kubat,20396,Senior Data Engineer
871,Woźniak,15636,Data Engineer
872,Morawski,6159,Junior Data Engineer
873,Dziedzic,17395,Software Engineer
874,Krajewski,8871,Junior Data Engineer
875,Zięba,18085,Senior Data Engineer
876,Bieniek,13507,DevOps Engineer
877,Kuśnierz,7941,Junior Data Engineer
878,Kłos,13203,DevOps Engineer
879,Kucharski,16086,Project Manager
880,Gruszka,10359,Data Analyst
881,Górecki,14139,Software Engineer
882,Tokarz,15897,Data Engineer
883,Tokarz,6476,HR Specialist
884,Zięba,13570,Data Analyst
885,Koral,9587,Software Engineer
886,Stępień,14273,Software Engineer
887,Kozak,14451,Software Engineer
888,Kuciński,7767,HR Specialist
889,Wróbel,13388,DevOps Engineer
890,Adamczyk,10368,Software Engineer
891,Kobus,12168,Data Engineer
892,Kmiecik,11671,Project Manager
893,Hajduk,12345,DevOps Engineer
894,Prus,5892,HR Specialist
895,Kijek,6401,HR Specialist
896,Kisiel,14955,Data Engineer
897,Domagała,10960,Data Analyst
898,Kosiński,14679,Data Engineer
899,Kupiec,22961,Senior Data Engineer
900,Kuś,12626,Software Engineer
901,Głowacki,15819,DevOps Engineer
902,Kucharz,11823,Data Engineer
903,Jezierski,16967,Software Engineer
904,Małecki,14179,Data Engineer
905,Bieniek,16446,Software Engineer
906,Brzeziński,18408,DevOps Engineer
907,Skiba,9732,Data Analyst
908,Majchrzak,18431,Senior Data Engineer
909,Głowacki,8624,Data Analyst
910,Kosiński,7837,Junior Data Engineer
911,Wróblewski,14502,Project Manager
912,Gajewski,23136,Senior Data Engineer
913,Skiba,13346,Project Manager
914,Żuk,6963,Junior Data Engineer
915,Lach,14555,Data Engineer
916,Wasilewski,12952,Project Manager
917,Kozak,13918,Data Analyst
918,Mikołajczyk,7132,Junior Data Engineer
919,Kuśnierz,11418,Data Analyst
920,Pałka,18878,Senior Data Engineer
921,Wójcik,11681,Data Engineer
922,Drzewiecki,8107,Junior Data Engineer
923,Woźniak,13502,DevOps Engineer
924,Morawski,17276,Senior Data Engineer
925,Adamczyk,12154,Data Analyst
926,Kapusta,9944,Software Engineer
927,Lorenc,10125,Project Manager
928,Kuciński,13506,Data Engineer
929,Kucharz,10023,Data Analyst
930,Rutkowski,14705,Project Manager
931,Płonka,7523,Junior Data Engineer
932,Jaworski,11867,DevOps Engineer
933,Madej,25744,Senior Data Engineer
934,Krajewski,20752,Senior Data Engineer
935,Nowicki,17477,Software Engineer
936,Grabowski,7874,Junior Data Engineer
937,Mikołajczyk,14950,Project Manager
938,Lach,13953,DevOps Engineer
939,Zawadzki,10420,Data Engineer
940,Wieczorek,12690,Project Manager
941,Baran,17540,DevOps Engineer
942,Kurek,12144,Data Engineer
943,Marciniak,14381,Data Engineer
944,Kucharski,8088,Junior Data Engineer
945,Lach,14047,DevOps Engineer
946,Bąk,7832,Junior Data Engineer
947,Kucharski,7409,HR Specialist
948,Mazur,14053,DevOps Engineer
949,Walczak,8476,Data Analyst
950,Lasota,15963,Data Engineer
951,Piotrowski,12132,Project Manager
952,Płonka,12095,Data Engineer
953,Sikorski,6750,Junior Data Engineer
954,Guzik,6725,HR Specialist
955,Sroka,6487,Junior Data Engineer
956,Zawadzki,14642,Project Manager
957,Grabowski,14046,Data Engineer
958,Kępa,9625,Data Analyst
959,Gacek,24681,Senior Data Engineer
960,Madejski,14700,Data Engineer
961,Szewczyk,11450,Data Engineer
962,Kasprzak,11926,Project Manager
963,Majewski,12989,Data Engineer
964,Sikora,6840,HR Specialist
965,Dąbrowski,8310,Junior Data Engineer
966,Krajewski,17020,Software Engineer
967,Wasilewski,9437,Software Engineer
968,Olszewski,15718,DevOps Engineer
969,Małecki,25575,Senior Data Engineer
970,Sadowski,13352,Data Analyst
971,Wójcik,14313,Project Manager
972,Gacek,8592,Data Analyst
973,Michalski,10984,Data Engineer
974,Gacek,12432,Project Manager
975,Kozłowski,10586,Software Engineer
976,Dudek,14034,Data Engineer
977,Róg,10099,Project Manager
978,Grzelak,12099,Software Engineer
979,Dąbrowski,7273,HR Specialist
980,Kozak,12377,Data Engineer
981,Dudek,18551,DevOps Engineer
982,Pałka,10512,Data Analyst
983,Lorenc,11215,DevOps Engineer
984,Wiśniewski,15560,Software Engineer
985,Kwiecień,6865,HR Specialist
986,Głowacki,5618,HR Specialist
987,Kwiecień,21797,Senior Data Engineer
988,Lis,16901,Project Manager
989,Woźniak,22692,Senior Data Engineer
990,Kisiel,14152,DevOps Engineer
991,Mróz,12544,DevOps Engineer
992,Bąk,24526,Senior Data Engineer
993,Szewczyk,10078,Data Engineer
994,Kubala,8786,Junior Data Engineer
995,Kujawski,15190,Data Engineer
996,Baranowski,17367,DevOps Engineer
997,Bieniek,20744,Senior Data Engineer
998,Olszewski,14578,DevOps Engineer
999,Lasota,5681,HR Specialist
1000,Jabłoński,10074,Software Engineer
1001,Kowalczyk,11287,Data Analyst
1002,Sadowski,22334,Senior Data Engineer
1003,Maciejewski,19329,Senior Data Engineer
1004,Ziółkowski,16621,Software Engineer
1005,Mróz,25634,Senior Data Engineer
1006,Kołek,10881,Data Analyst
1007,Zięba,14256,Data Engineer
1008,Michalak,7272,HR Specialist
1009,Godlewski,6410,Junior Data Engineer
1010,Nowakowski,17954,Software Engineer
1011,Iskra,13592,Data Analyst
1012,Wojciechowski,10222,Data Analyst
1013,Knap,6932,HR Specialist
1014,Kaczmarczyk,6465,HR Specialist
1015,Godlewski,20770,Senior Data Engineer
1016,Lipiński,11158,Data Analyst
1017,Baran,14489,Data Engineer
1018,Kałuża,25304,Senior Data Engineer
1019,Karaś,7560,Junior Data Engineer
1020,Michalski,13036,Data Analyst
1021,Mazur,17629,Senior Data Engineer
1022,Marciniak,11389,Data Analyst
1023,Bednarek,8804,Junior Data Engineer
1024,Sobczak,19798,Senior Data Engineer
1025,Łuczak,12877,Data Engineer
1026,Kubat,8805,Data Analyst
1027,Klimek,10105,Data Analyst
1028,Łukasik,11145,Data Engineer
1029,Kubat,14786,Project Manager
1030,Ziółkowski,11179,DevOps Engineer
1031,Kołek,6222,Junior Data Engineer
1032,Szczepański,13328,DevOps Engineer
1033,Jankowski,12392,Project Manager
1034,Jakubowski,14230,Data Engineer
1035,Mróz,24068,Senior Data Engineer
1036,Pawłowski,24988,Senior Data Engineer
1037,Kopeć,10777,Data Engineer
1038,Drzewiecki,11867,Data Engineer
1039,Kapusta,9432,Data Analyst
1040,Dziedzic,13029,Software Engineer
1041,Kamiński,19932,DevOps Engineer
1042,Adamski,23317,Senior Data Engineer
1043,Kasprzak,17476,DevOps Engineer
1044,Kwiatkowski,7115,HR Specialist
1045,Pietrzak,6390,Junior Data Engineer
1046,Krajewski,7191,Junior Data Engineer
1047,Sroka,15765,DevOps Engineer
1048,Sroka,14274,Data Engineer
1049,Michalski,10508,Data Analyst
1050,Kujawa,20824,Senior Data Engineer
1051,Kuciński,13406,Data Analyst
1052,Maj,17855,DevOps Engineer
1053,Leśniak,25205,Senior Data Engineer
1054,Drzewiecki,10427,Data Engineer
1055,Borkowski,11848,Data Engineer
1056,Furman,18895,Senior Data Engineer
1057,Lasota,12625,Data Analyst
1058,Kucharz,9329,Software Engineer
1059,Kujawski,13122,DevOps Engineer
1060,Furman,12778,Software Engineer
1061,Karpiński,19159,Senior Data Engineer
1062,Walczak,25646,Senior Data Engineer
1063,Szczepański,6440,HR Specialist
1064,Idzik,17878,Senior Data Engineer
1065,Zawadzki,12943,Software Engineer
1066,Kaczmarczyk,8062,Data Analyst
1067,Morawski,15494,Data Engineer
1068,Szulc,10754,Project Manager
1069,Dudek,9998,Software Engineer
1070,Górecki,7949,Junior Data Engineer
1071,Makowski,8931,Junior Data Engineer
1072,Konieczny,11925,Data Analyst
1073,Gajewski,14576,Data Engineer
1074,Kijek,8751,Junior Data Engineer
1075,Konieczny,14418,Project Manager
1076,Wilk,10513,Data Analyst
1077,Włodarczyk,10731,Software Engineer
1078,Wasilewski,25940,Senior Data Engineer
1079,Lis,13700,Project Manager
1080,Lis,15451,Software Engineer
1081,Staszewski,12292,Data Engineer
1082,Wróbel,7348,Junior Data Engineer
1083,Dąbrowski,7969,Junior Data Engineer
1084,Kopeć,11157,Project Manager
1085,Sikorski,11047,Data Analyst
1086,Knap,13344,Project Manager
1087,Kubala,17023,DevOps Engineer
1088,Kosowski,13438,Data Analyst
1089,Dudek,8321,Junior Data Engineer
1090,Sobczak,17123,DevOps Engineer
1091,Szczepanik,8957,Junior Data Engineer
1092,Wróbel,7495,Junior Data Engineer
1093,Grzelak,7925,HR Specialist
1094,Górski,25358,Senior Data Engineer
1095,Kostrzewa,15634,Project Manager
1096,Zawadzki,6235,Junior Data Engineer
1097,Stępień,21573,Senior Data Engineer
1098,Kołodziej,8873,Junior Data Engineer
1099,Kulpa,8159,Data Analyst
1100,Grzelak,12801,Software Engineer
1101,Karaś,17065,DevOps Engineer
1102,Gacek,16277,Project Manager
1103,Jóźwiak,15498,Software Engineer
1104,Kaczmarek,11083,Project Manager
1105,Kubiak,11772,Data Analyst
1106,Piotrowski,13290,Software Engineer
1107,Majewski,18308,Senior Data Engineer
1108,Mazur,18514,Senior Data Engineer
1109,Olszewski,12100,DevOps Engineer
1110,Kucharz,8837,Junior Data Engineer
1111,Lewandowski,17890,Senior Data Engineer
1112,Tomaszewski,13476,Project Manager
1113,Kowalczyk,8555,Junior Data Engineer
1114,Szewczyk,15491,Software Engineer
1115,Jakubowski,7554,Junior Data Engineer
1116,Wasilewski,13069,Data Analyst
1117,Stępień,13228,Project Manager
1118,Maciejewski,19897,DevOps Engineer
1119,Hajduk,7728,HR Specialist
1120,Gruszka,16170,DevOps Engineer
1121,Zając,11607,Data Analyst
1122,Kalina,22694,Senior Data Engineer
1123,Jabłoński,6593,HR Specialist
1124,Sroka,5064,HR Specialist
1125,Kubala,15050,Project Manager
1126,Ciesielski,13193,Data Analyst
1127,Hajduk,13882,Data Engineer
1128,Malik,12216,DevOps Engineer
1129,Konieczny,8789,Junior Data Engineer
1130,Gałązka,13689,Project Manager
1131,Kmiecik,16657,Software Engineer
1132,Ziółkowski,10220,Data Analyst
1133,Kowalczyk,5005,HR Specialist
1134,Kozieł,13366,Data Analyst
1135,Mazur,8137,Data Analyst
1136,Kołek,20236,Senior Data Engineer
1137,Kopeć,15873,Project Manager
1138,Karpiński,11920,Project Manager
1139,Kozłowski,10984,Data Analyst
1140,Kaczmarczyk,6038,HR Specialist
1141,Mikołajczyk,24728,Senior Data Engineer
1142,Mikołajczyk,24388,Senior Data Engineer
1143,Stępień,8506,Junior Data Engineer
1144,Pietrzak,6497,Junior Data Engineer
1145,Strzelczyk,20956,Senior Data Engineer
1146,Kujawa,9471,Data Analyst
1147,Morawski,14759,Data Engineer
1148,Kasprzak,8545,Data Analyst
1149,Kubica,11435,Software Engineer
1150,Górski,9102,Data Analyst
1151,Kobus,13582,Data Engineer
1152,Klimek,15041,Data Engineer
1153,Łuczak,11877,Software Engineer
1154,Kotowski,9154,Data Analyst
1155,Komorowski,5712,HR Specialist
1156,Koral,5403,HR Specialist
1157,Klimek,11815,DevOps Engineer
1158,Piotrowski,14973,Software Engineer
1159,Kaczmarek,5404,HR Specialist
1160,Komorowski,11330,Software Engineer
1161,Kujawa,6256,HR Specialist
1162,Kozłowski,11728,Software Engineer
1163,Kotowski,11742,Data Analyst
1164,Lewandowski,6494,HR Specialist
1165,Frankowski,14626,Data Engineer
1166,Kotowski,15403,Data Engineer
1167,Kwiecień,13827,DevOps Engineer
1168,Staszewski,13560,Data Analyst
1169,Malec,7681,Junior Data Engineer
1170,Czajkowski,7150,Junior Data Engineer
1171,Malec,20875,Senior Data Engineer
1172,Król,11077,Data Engineer
1173,Janicki,19837,Senior Data Engineer
1174,Maj,6183,HR Specialist
1175,Kowalczyk,16514,Project Manager
1176,Knap,5083,HR Specialist
1177,Kasperek,8258,Data Analyst
1178,Madej,5604,HR Specialist
1179,Kucharski,19501,Senior Data Engineer
1180,Kubat,13371,Data Analyst
1181,Konieczny,11884,Data Engineer
1182,Kopeć,19347,Senior Data Engineer
1183,Kucharski,18343,DevOps Engineer
1184,Kałuża,6112,HR Specialist
1185,Wasilewski,10847,Data Analyst
1186,Skiba,14818,Data Engineer
1187,Lasota,15686,Data Engineer
1188,Jakubowski,25867,Senior Data Engineer
1189,Maćkowiak,10957,Software Engineer
1190,Jurek,6393,HR Specialist
1191,Kijek,9096,Software Engineer
1192,Borkowski,13722,Data Analyst
1193,Walczak,12637,DevOps Engineer
1194,Łukasik,11276,Data Engineer
1195,Sikora,7887,Junior Data Engineer
1196,Sobczak,6637,HR Specialist
1197,Sawicki,8059,Junior Data Engineer
1198,Kisiel,25433,Senior Data Engineer
1199,Kaczmarek,13509,Data Analyst
1200,Krakowiak,11182,Software Engineer
1201,Małecki,25825,Senior Data Engineer
1202,Hajduk,6238,HR Specialist
1203,Szymański,13714,Data Analyst
1204,Kijek,7587,HR Specialist
1205,Kapusta,11594,Software Engineer
1206,Domagała,8630,Junior Data Engineer
1207,Ciesielski,20520,Senior Data Engineer
1208,Mikołajczyk,19952,DevOps Engineer
1209,Dziedzic,6215,Junior Data Engineer
1210,Janus,10272,Data Engineer
1211,Karaś,12285,Data Engineer
1212,Kozłowski,7372,Junior Data Engineer
1213,Garbacz,6183,Junior Data Engineer
1214,Grabowski,13074,Data Analyst
1215,Knap,11110,Data Analyst
1216,Zięba,8847,Data Analyst
1217,Lipiński,14627,Data Engineer
1218,Gajewski,6830,Junior Data Engineer
1219,Tomaszewski,9335,Data Analyst
1220,Kupiec,6567,HR Specialist
1221,Strzelczyk,19834,DevOps Engineer
1222,Ziółkowski,5304,HR Specialist
1223,Borkowski,25543,Senior Data Engineer
1224,Włodarczyk,21146,Senior Data Engineer
1225,Kmiecik,10186,Data Analyst
1226,Kosowski,9153,Software Engineer
1227,Jakubowski,13648,Project Manager
1228,Janicki,6545,HR Specialist
1229,Prus,7550,HR Specialist
1230,Kwiecień,14442,Project Manager
1231,Olszewski,8870,Data Analyst
1232,Maciejewski,25022,Senior Data Engineer
1233,Filipek,14813,DevOps Engineer
1234,Kozłowski,8808,Junior Data Engineer
1235,Kucharz,8691,Junior Data Engineer
1236,Gruszka,12807,Data Analyst
1237,Kasperek,6034,Junior Data Engineer
1238,Dudek,6072,HR Specialist
1239,Kubiak,12945,Data Engineer
1240,Grzelak,7997,Junior Data Engineer
1241,Tokarz,9593,Data Analyst
1242,Lasota,15234,Software Engineer
1243,Jankowski,15777,Project Manager
1244,Piotrowski,20538,Senior Data Engineer
1245,Jasiński,6333,Junior Data Engineer
1246,Kaczmarek,6480,Junior Data Engineer
1247,Laskowski,6697,HR Specialist
1248,Madej,14367,Project Manager
1249,Malik,7463,HR Specialist
1250,Tokarz,12273,Data Engineer
1251,Jezierski,8030,Junior Data Engineer
1252,Majewski,8525,Junior Data Engineer
1253,Drzewiecki,15036,Software Engineer
1254,Wójcik,14627,Data Engineer
